Age My	Age ky before 2015	δ18O	Tdo	Ts	T anomaly
4.5514	4551.5	3.13	1.30	15.4	1.4
4.5526	4552.7	3.26	1.22	15.2	1.2
4.5536	4553.7	3.29	1.06	14.8	0.800000000000001
4.5546	4554.7	3.20	1.11	14.93	0.93
4.5556	4555.7	3.26	1.02	14.7	0.699999999999999
4.5568	4556.9	3.03	1.14	15	1
4.5576	4557.7	3.43	1.08	14.85	0.85
4.5584	4558.5	3.07	1.09	14.88	0.880000000000001
4.5592	4559.3	3.31	0.98	14.61	0.609999999999999
4.5604	4560.5	3.24	1.19	15.12	1.12
4.5612	4561.3	3.26	1.14	15.01	1.01
4.5622	4562.3	3.02	1.20	15.16	1.16
4.5632	4563.3	3.15	1.28	15.36	1.36
4.5646	4564.7	3.20	1.49	15.86	1.86
4.5656	4565.7	3.09	1.51	15.93	1.93
4.5666	4566.7	2.88	1.51	15.93	1.93
4.5678	4567.9	2.97	1.58	16.1	2.1
4.569	4569.1	3.15	1.59	16.13	2.13
4.5696	4569.7	3.07	1.44	15.76	1.76
4.5704	4570.5	3.07	1.34	15.5	1.5
4.5714	4571.5	3.16	1.37	15.58	1.58
4.5724	4572.5	3.16	1.38	15.61	1.61
4.5734	4573.5	3.09	1.33	15.48	1.48
4.5744	4574.5	3.05	1.46	15.81	1.81
4.5752	4575.3	3.17	1.49	15.86	1.86
4.5762	4576.3	2.91	1.55	16.04	2.04
4.5768	4576.9	3.12	1.59	16.13	2.13
4.5776	4577.7	2.96	1.54	16	2
4.5786	4578.7	2.98	1.46	15.81	1.81
4.5796	4579.7	3.27	1.57	16.06	2.06
4.5806	4580.7	3.05	1.58	16.1	2.1
4.5816	4581.7	2.93	1.58	16.09	2.09
4.5824	4582.5	2.93	1.58	16.09	2.09
4.5832	4583.3	2.99	1.67	16.33	2.33
4.5842	4584.3	3.27	1.76	16.54	2.54
4.585	4585.1	2.87	1.68	16.34	2.34
4.586	4586.1	2.77	1.60	16.16	2.16
4.587	4587.1	3.08	1.66	16.29	2.29
4.5878	4587.9	3.13	1.59	16.12	2.12
4.5888	4588.9	3.17	1.43	15.72	1.72
4.5898	4589.9	3.00	1.43	15.72	1.72
4.5906	4590.7	3.07	1.43	15.73	1.73
4.5916	4591.7	3.08	1.40	15.65	1.65
4.5928	4592.9	3.12	1.36	15.56	1.56
4.5936	4593.7	3.23	1.25	15.26	1.26
4.5944	4594.5	3.07	1.20	15.14	1.14
4.5952	4595.3	3.29	1.14	15.01	1.01
4.5958	4595.9	3.17	1.24	15.25	1.25
4.5964	4596.5	3.22	1.01	14.68	0.68
4.5974	4597.5	3.05	1.14	15	1
4.5982	4598.3	3.50	1.09	14.86	0.859999999999999
4.5992	4599.3	3.05	1.21	15.17	1.17
4.6002	4600.3	3.27	1.13	14.98	0.98
4.6014	4601.5	2.99	1.41	15.66	1.66
4.6022	4602.3	3.19	1.25	15.26	1.26
4.6034	4603.5	2.99	1.38	15.61	1.61
4.6044	4604.5	3.35	1.49	15.88	1.88
4.6054	4605.5	3.01	1.54	16.01	2.01
4.606	4606.1	2.79	1.40	15.65	1.65
4.6068	4606.9	3.09	1.41	15.68	1.68
4.6074	4607.5	3.26	1.31	15.44	1.44
4.6084	4608.5	3.33	1.19	15.12	1.12
4.6094	4609.5	3.19	1.29	15.38	1.38
4.6104	4610.5	3.03	1.28	15.34	1.34
4.6114	4611.5	2.89	1.26	15.29	1.29
4.6124	4612.5	3.29	1.35	15.52	1.52
4.6134	4613.5	3.37	1.24	15.25	1.25
4.6142	4614.3	3.02	1.06	14.81	0.810000000000001
4.6152	4615.3	3.23	1.10	14.89	0.890000000000001
4.6162	4616.3	3.22	1.31	15.44	1.44
4.617	4617.1	3.23	1.27	15.32	1.32
4.6176	4617.7	2.96	1.45	15.78	1.78
4.6184	4618.5	3.11	1.47	15.82	1.82
4.6192	4619.3	2.88	1.58	16.09	2.09
4.6202	4620.3	3.19	1.67	16.32	2.32
4.6214	4621.5	3.03	1.61	16.17	2.17
4.6226	4622.7	2.79	1.61	16.18	2.18
4.6238	4623.9	3.22	1.77	16.57	2.57
4.625	4625.1	2.87	1.79	16.64	2.64
4.626	4626.1	2.90	1.71	16.44	2.44
4.6268	4626.9	2.98	1.71	16.42	2.42
4.6274	4627.5	2.94	1.79	16.62	2.62
4.6284	4628.5	3.23	1.61	16.18	2.18
4.6294	4629.5	2.72	1.49	15.88	1.88
4.6304	4630.5	3.23	1.45	15.78	1.78
4.6314	4631.5	3.21	1.45	15.78	1.78
4.6328	4632.9	3.01	1.24	15.25	1.25
4.6338	4633.9	3.23	1.29	15.38	1.38
4.6346	4634.7	3.12	1.29	15.37	1.37
4.6354	4635.5	3.13	1.23	15.24	1.24
4.6364	4636.5	3.22	1.33	15.46	1.46
4.6372	4637.3	3.11	1.57	16.06	2.06
4.638	4638.1	3.06	1.64	16.25	2.25
4.6388	4638.9	2.67	1.61	16.17	2.17
4.6396	4639.7	2.99	1.58	16.09	2.09
4.6406	4640.7	3.28	1.65	16.26	2.26
4.6416	4641.7	3.17	1.30	15.4	1.4
4.6426	4642.7	2.93	1.30	15.4	1.4
4.6442	4644.3	3.32	1.51	15.92	1.92
4.6456	4645.7	2.99	1.42	15.69	1.69
4.6466	4646.7	2.89	1.41	15.66	1.66
4.648	4648.1	3.34	1.66	16.3	2.3
4.6494	4649.5	2.95	1.48	15.85	1.85
4.6506	4650.7	2.84	1.45	15.77	1.77
4.6518	4651.9	3.33	1.41	15.66	1.66
4.6534	4653.5	2.95	1.36	15.56	1.56
4.6544	4654.5	3.42	1.14	15.01	1.01
4.6554	4655.5	3.03	1.41	15.66	1.66
4.6564	4656.5	3.25	1.39	15.64	1.64
4.6576	4657.7	2.84	1.54	16	2
4.659	4659.1	2.97	1.69	16.38	2.38
4.6606	4660.7	3.15	1.77	16.58	2.58
4.662	4662.1	2.74	1.69	16.38	2.38
4.6632	4663.3	3.10	1.65	16.26	2.26
4.6646	4664.7	2.99	1.67	16.32	2.32
4.6656	4665.7	3.06	1.82	16.69	2.69
4.6664	4666.5	3.11	1.75	16.52	2.52
4.6672	4667.3	2.46	1.58	16.1	2.1
4.6678	4667.9	3.23	1.55	16.04	2.04
4.6684	4668.5	3.30	1.42	15.69	1.69
4.669	4669.1	3.11	0.94	14.49	0.49
4.6696	4669.7	3.37	0.92	14.45	0.449999999999999
4.6704	4670.5	3.46	0.92	14.44	0.44
4.6712	4671.3	3.28	0.92	14.46	0.460000000000001
4.6718	4671.9	3.31	0.96	14.55	0.550000000000001
4.6724	4672.5	3.09	1.12	14.96	0.960000000000001
4.673	4673.1	3.24	1.26	15.29	1.29
4.6736	4673.7	3.10	1.48	15.85	1.85
4.6744	4674.5	3.03	1.53	15.98	1.98
4.675	4675.1	2.89	1.62	16.2	2.2
4.6758	4675.9	2.99	1.75	16.52	2.52
4.6766	4676.7	3.08	1.67	16.33	2.33
4.6774	4677.5	2.86	1.56	16.05	2.05
4.6782	4678.3	3.17	1.43	15.72	1.72
4.679	4679.1	3.10	1.41	15.68	1.68
4.6796	4679.7	3.24	1.20	15.16	1.16
4.6802	4680.3	3.11	1.15	15.04	1.04
4.6808	4680.9	3.25	1.14	15	1
4.6812	4681.3	3.26	1.17	15.06	1.06
4.6818	4681.9	3.13	1.19	15.13	1.13
4.6824	4682.5	3.19	1.35	15.53	1.53
4.683	4683.1	3.06	1.38	15.61	1.61
4.6834	4683.5	2.95	1.59	16.12	2.12
4.6842	4684.3	3.20	1.67	16.33	2.33
4.6852	4685.3	2.75	1.63	16.22	2.22
4.6862	4686.3	3.03	1.53	15.97	1.97
4.6874	4687.5	3.14	1.62	16.2	2.2
4.6888	4688.9	3.14	1.42	15.69	1.69
4.69	4690.1	3.03	1.40	15.65	1.65
4.691	4691.1	3.13	1.47	15.84	1.84
4.692	4692.1	3.06	1.44	15.76	1.76
4.693	4693.1	3.00	1.23	15.22	1.22
4.6938	4693.9	3.20	1.23	15.22	1.22
4.6944	4694.5	3.43	1.27	15.32	1.32
4.695	4695.1	3.13	1.23	15.22	1.22
4.6956	4695.7	2.99	1.27	15.33	1.33
4.6966	4696.7	3.07	1.52	15.94	1.94
4.6976	4697.7	3.12	1.54	16	2
4.6988	4698.9	2.97	1.52	15.94	1.94
4.7	4700.1	3.09	1.55	16.04	2.04
4.7014	4701.5	3.03	1.63	16.24	2.24
4.7022	4702.3	3.00	1.53	15.98	1.98
4.7032	4703.3	2.97	1.43	15.72	1.72
4.704	4704.1	3.16	1.36	15.54	1.54
4.7046	4704.7	3.29	1.40	15.65	1.65
4.705	4705.1	3.16	1.21	15.17	1.17
4.7058	4705.9	2.92	1.17	15.08	1.08
4.7064	4706.5	3.33	1.22	15.21	1.21
4.7074	4707.5	3.23	0.98	14.61	0.609999999999999
4.7086	4708.7	3.19	0.88	14.36	0.359999999999999
4.7098	4709.9	3.64	0.92	14.45	0.449999999999999
4.711	4711.1	3.26	0.77	14.09	0.09
4.7126	4712.7	3.20	0.77	14.06	0.060000000000001
4.714	4714.1	3.73	0.97	14.57	0.57
4.7154	4715.5	3.22	0.98	14.59	0.59
4.717	4717.1	2.95	0.83	14.23	0.23
4.7182	4718.3	3.23	0.99	14.63	0.630000000000001
4.7192	4719.3	3.69	0.95	14.53	0.529999999999999
4.7202	4720.3	3.19	0.92	14.44	0.44
4.7212	4721.3	3.36	0.95	14.53	0.529999999999999
4.722	4722.1	3.06	1.23	15.22	1.22
4.7228	4722.9	3.12	1.33	15.46	1.46
4.7234	4723.5	3.09	1.41	15.66	1.66
4.7242	4724.3	3.01	1.45	15.78	1.78
4.7248	4724.9	3.21	1.52	15.94	1.94
4.7252	4725.3	2.97	1.69	16.38	2.38
4.726	4726.1	3.00	1.68	16.34	2.34
4.7272	4727.3	2.76	1.68	16.36	2.36
4.7282	4728.3	3.04	1.70	16.41	2.41
4.7292	4729.3	3.20	1.70	16.4	2.4
4.7304	4730.5	2.93	1.74	16.49	2.49
4.7314	4731.5	3.01	1.83	16.72	2.72
4.732	4732.1	2.69	1.94	17	3
4.7326	4732.7	2.87	1.86	16.8	2.8
4.7334	4733.5	2.99	1.84	16.76	2.76
4.734	4734.1	3.08	1.65	16.28	2.28
4.7344	4734.5	3.04	1.44	15.74	1.74
4.735	4735.1	3.05	1.48	15.85	1.85
4.7356	4735.7	3.27	1.57	16.08	2.08
4.7364	4736.5	2.91	1.58	16.1	2.1
4.7374	4737.5	2.91	1.69	16.38	2.38
4.7388	4738.9	3.02	1.87	16.84	2.84
4.74	4740.1	2.84	1.91	16.93	2.93
4.741	4741.1	2.93	1.95	17.04	3.04
4.7418	4741.9	2.84	2.04	17.25	3.25
4.7426	4742.7	2.83	1.84	16.76	2.76
4.7432	4743.3	2.86	1.83	16.72	2.72
4.7438	4743.9	3.21	1.73	16.46	2.46
4.7446	4744.7	2.96	1.63	16.22	2.22
4.7456	4745.7	3.03	1.45	15.77	1.77
4.7464	4746.5	3.01	1.45	15.78	1.78
4.7476	4747.7	3.20	1.36	15.56	1.56
4.7488	4748.9	3.20	1.21	15.17	1.17
4.75	4750.1	3.13	1.14	15	1
4.7508	4750.9	3.32	1.15	15.02	1.02
4.7518	4751.9	3.14	1.36	15.56	1.56
4.7528	4752.9	3.18	1.29	15.37	1.37
4.7542	4754.3	2.80	1.37	15.57	1.57
4.7554	4755.5	3.27	1.30	15.4	1.4
4.757	4757.1	3.17	1.23	15.22	1.22
4.7586	4758.7	3.27	1.11	14.93	0.93
4.7598	4759.9	3.31	1.05	14.78	0.779999999999999
4.7608	4760.9	3.02	1.22	15.2	1.2
4.7618	4761.9	3.38	1.48	15.85	1.85
4.7626	4762.7	2.86	1.64	16.25	2.25
4.7632	4763.3	2.78	1.54	16.01	2.01
4.7638	4763.9	3.01	1.68	16.36	2.36
4.7644	4764.5	3.20	1.62	16.2	2.2
4.7652	4765.3	3.12	1.43	15.73	1.73
4.7658	4765.9	2.98	1.44	15.76	1.76
4.7666	4766.7	3.13	1.65	16.28	2.28
4.7672	4767.3	2.99	1.65	16.28	2.28
4.7678	4767.9	2.81	1.76	16.54	2.54
4.7686	4768.7	3.12	1.81	16.66	2.66
4.7696	4769.7	2.78	1.84	16.74	2.74
4.7704	4770.5	3.04	1.69	16.38	2.38
4.7714	4771.5	2.93	1.87	16.84	2.84
4.7724	4772.5	3.08	1.89	16.88	2.88
4.7734	4773.5	2.78	1.89	16.88	2.88
4.7742	4774.3	2.75	1.81	16.68	2.68
4.7756	4775.7	3.04	1.75	16.53	2.53
4.777	4777.1	3.08	1.63	16.22	2.22
4.7782	4778.3	3.19	1.39	15.62	1.62
4.7792	4779.3	3.01	1.47	15.84	1.84
4.7806	4780.7	3.20	1.50	15.89	1.89
4.7816	4781.7	2.88	1.42	15.7	1.7
4.7824	4782.5	3.04	1.56	16.05	2.05
4.7838	4783.9	3.33	1.67	16.32	2.32
4.7852	4785.3	2.75	1.41	15.68	1.68
4.7864	4786.5	3.00	1.30	15.41	1.41
4.7876	4787.7	3.36	1.36	15.54	1.54
4.789	4789.1	3.24	1.09	14.88	0.880000000000001
4.79	4790.1	3.23	0.97	14.58	0.58
4.791	4791.1	3.25	0.98	14.61	0.609999999999999
4.7918	4791.9	3.27	1.07	14.82	0.82
4.7926	4792.7	3.32	1.18	15.1	1.1
4.7932	4793.3	3.05	1.29	15.38	1.38
4.794	4794.1	3.02	1.43	15.72	1.72
4.7946	4794.7	3.04	1.50	15.9	1.9
4.7954	4795.5	3.02	1.48	15.85	1.85
4.7962	4796.3	3.18	1.55	16.04	2.04
4.7972	4797.3	3.09	1.44	15.76	1.76
4.798	4798.1	2.88	1.46	15.8	1.8
4.7988	4798.9	3.25	1.50	15.89	1.89
4.7998	4799.9	2.99	1.62	16.2	2.2
4.801	4801.1	3.11	1.76	16.56	2.56
4.802	4802.1	2.86	1.85	16.77	2.77
4.803	4803.1	2.61	2.06	17.3	3.3
4.8042	4804.3	3.09	2.05	17.26	3.26
4.8054	4805.5	2.59	1.91	16.93	2.93
4.8066	4806.7	3.14	1.72	16.45	2.45
4.8078	4807.9	3.11	1.90	16.9	2.9
4.8088	4808.9	2.97	1.87	16.82	2.82
4.81	4810.1	2.75	1.83	16.73	2.73
4.8116	4811.7	2.65	2.02	17.2	3.2
4.8128	4812.9	3.21	1.84	16.74	2.74
4.8148	4814.9	2.76	1.90	16.9	2.9
4.8168	4816.9	3.31	1.52	15.96	1.96
4.8184	4818.5	2.63	1.85	16.78	2.78
4.8196	4819.7	3.36	1.65	16.26	2.26
4.821	4821.1	2.59	1.95	17.02	3.02
4.8218	4821.9	3.15	1.54	16	2
4.8228	4822.9	2.74	1.58	16.1	2.1
4.824	4824.1	3.40	1.17	15.08	1.08
4.825	4825.1	3.28	1.10	14.89	0.890000000000001
4.826	4826.1	3.36	0.89	14.36	0.359999999999999
4.8268	4826.9	3.29	0.87	14.33	0.33
4.8276	4827.7	3.31	0.78	14.1	0.1
4.8284	4828.5	3.45	0.75	14.02	0.02
4.829	4829.1	3.59	0.97	14.58	0.58
4.8298	4829.9	3.47	0.94	14.5	0.5
4.8308	4830.9	2.53	0.96	14.55	0.550000000000001
4.832	4832.1	3.42	1.06	14.81	0.810000000000001
4.8332	4833.3	3.37	1.13	14.98	0.98
4.8346	4834.7	3.34	0.82	14.2	0.199999999999999
4.836	4836.1	3.34	0.85	14.28	0.279999999999999
4.8374	4837.5	3.39	0.86	14.3	0.300000000000001
4.8386	4838.7	3.32	0.87	14.32	0.32
4.8396	4839.7	3.34	1.12	14.94	0.94
4.8404	4840.5	3.31	1.36	15.56	1.56
4.841	4841.1	2.67	1.54	16	2
4.8414	4841.5	2.93	1.73	16.46	2.46
4.8418	4841.9	2.99	1.90	16.9	2.9
4.8422	4842.3	2.99	1.60	16.16	2.16
4.8428	4842.9	2.98	1.38	15.6	1.6
4.8434	4843.5	3.23	1.37	15.58	1.58
4.844	4844.1	3.35	1.34	15.49	1.49
4.8446	4844.7	3.00	1.36	15.54	1.54
4.8456	4845.7	3.06	1.43	15.73	1.73
4.8464	4846.5	2.94	1.62	16.21	2.21
4.847	4847.1	3.09	1.51	15.93	1.93
4.8478	4847.9	2.99	1.68	16.36	2.36
4.8486	4848.7	3.21	1.67	16.33	2.33
4.8492	4849.3	2.74	1.76	16.56	2.56
4.8498	4849.9	2.96	1.83	16.72	2.72
4.8506	4850.7	2.92	2.08	17.36	3.36
4.8512	4851.3	2.87	1.87	16.82	2.82
4.852	4852.1	2.73	1.89	16.86	2.86
4.8526	4852.7	3.14	1.93	16.98	2.98
4.8532	4853.3	2.93	1.94	17.01	3.01
4.854	4854.1	2.83	1.81	16.66	2.66
4.8548	4854.9	2.85	1.78	16.61	2.61
4.8558	4855.9	2.99	1.73	16.48	2.48
4.857	4857.1	3.18	1.67	16.33	2.33
4.8582	4858.3	3.03	1.48	15.85	1.85
4.8592	4859.3	2.94	1.45	15.77	1.77
4.8602	4860.3	3.21	1.78	16.6	2.6
4.8612	4861.3	3.05	1.92	16.96	2.96
4.862	4862.1	2.56	1.78	16.61	2.61
4.8628	4862.9	2.76	1.78	16.61	2.61
4.8638	4863.9	3.20	1.71	16.42	2.42
4.8652	4865.3	3.21	1.25	15.28	1.28
4.866	4866.1	3.19	1.01	14.68	0.68
4.867	4867.1	3.42	0.95	14.52	0.52
4.8682	4868.3	3.21	0.85	14.28	0.279999999999999
4.8692	4869.3	3.40	0.77	14.08	0.08
4.87	4870.1	3.53	0.82	14.2	0.199999999999999
4.871	4871.1	3.47	1.02	14.69	0.69
4.872	4872.1	3.26	0.99	14.63	0.630000000000001
4.873	4873.1	2.56	1.13	14.97	0.970000000000001
4.874	4874.1	3.46	1.09	14.86	0.859999999999999
4.8748	4874.9	3.26	1.02	14.7	0.699999999999999
4.8758	4875.9	3.55	0.77	14.06	0.060000000000001
4.8768	4876.9	3.38	0.77	14.07	0.07
4.8778	4877.9	3.40	0.69	13.89	-0.109999999999999
4.8788	4878.9	3.45	0.75	14.03	0.029999999999999
4.8802	4880.3	3.51	0.81	14.17	0.17
4.8812	4881.3	3.36	1.06	14.8	0.800000000000001
4.8822	4882.3	3.19	1.23	15.24	1.24
4.883	4883.1	2.63	1.22	15.21	1.21
4.8838	4883.9	3.12	1.19	15.13	1.13
4.8846	4884.7	3.53	1.22	15.2	1.2
4.8856	4885.7	3.42	0.86	14.29	0.289999999999999
4.8866	4886.7	3.14	0.91	14.42	0.42
4.8878	4887.9	3.53	1.10	14.89	0.890000000000001
4.8892	4889.3	2.94	1.32	15.45	1.45
4.8902	4890.3	3.04	1.21	15.17	1.17
4.8916	4891.7	3.00	1.74	16.49	2.49
4.8928	4892.9	3.35	1.55	16.02	2.02
4.8938	4893.9	2.54	1.65	16.28	2.28
4.8946	4894.7	3.29	1.53	15.97	1.97
4.8956	4895.7	2.85	1.78	16.61	2.61
4.8962	4896.3	3.23	1.56	16.05	2.05
4.8972	4897.3	2.87	1.74	16.5	2.5
4.8982	4898.3	2.96	1.55	16.04	2.04
4.8994	4899.5	2.95	1.66	16.29	2.29
4.9008	4900.9	3.20	1.57	16.08	2.08
4.902	4902.1	3.04	1.52	15.94	1.94
4.9028	4902.9	3.03	1.37	15.58	1.58
4.904	4904.1	3.06	1.45	15.77	1.77
4.905	4905.1	3.22	1.49	15.88	1.88
4.9058	4905.9	3.06	1.38	15.6	1.6
4.9068	4906.9	2.96	1.37	15.57	1.57
4.9078	4907.9	3.24	1.61	16.17	2.17
4.9088	4908.9	3.08	1.62	16.2	2.2
4.9098	4909.9	2.77	1.48	15.85	1.85
4.911	4911.1	3.04	1.64	16.25	2.25
4.9124	4912.5	3.22	1.68	16.36	2.36
4.9138	4913.9	2.94	1.44	15.76	1.76
4.9152	4915.3	3.00	1.38	15.61	1.61
4.9164	4916.5	3.22	1.51	15.93	1.93
4.9174	4917.5	3.15	1.61	16.18	2.18
4.9182	4918.3	2.98	1.65	16.26	2.26
4.919	4919.1	2.75	1.62	16.2	2.2
4.9198	4919.9	2.94	1.70	16.4	2.4
4.921	4921.1	3.27	1.52	15.94	1.94
4.9222	4922.3	3.00	1.31	15.44	1.44
4.9236	4923.7	3.32	1.23	15.22	1.22
4.9252	4925.3	3.13	1.31	15.44	1.44
4.9264	4926.5	3.10	1.42	15.7	1.7
4.9272	4927.3	3.11	1.38	15.61	1.61
4.9282	4928.3	2.80	1.36	15.56	1.56
4.9292	4929.3	3.39	1.34	15.5	1.5
4.93	4930.1	3.17	1.18	15.1	1.1
4.931	4931.1	3.14	1.00	14.64	0.640000000000001
4.9326	4932.7	3.41	1.15	15.04	1.04
4.9338	4933.9	3.15	1.17	15.06	1.06
4.9346	4934.7	3.09	1.02	14.7	0.699999999999999
4.9358	4935.9	3.15	1.19	15.13	1.13
4.9372	4937.3	3.41	1.26	15.29	1.29
4.938	4938.1	3.09	1.12	14.96	0.960000000000001
4.9388	4938.9	3.03	1.36	15.54	1.54
4.9398	4939.9	3.34	1.59	16.13	2.13
4.9404	4940.5	2.71	1.75	16.52	2.52
4.941	4941.1	2.97	1.79	16.64	2.64
4.9418	4941.9	2.80	1.86	16.8	2.8
4.9428	4942.9	2.94	1.79	16.62	2.62
4.944	4944.1	3.22	1.79	16.62	2.62
4.9454	4945.5	2.84	1.59	16.12	2.12
4.9468	4946.9	2.97	1.69	16.38	2.38
4.9482	4948.3	3.18	1.82	16.7	2.7
4.9494	4949.5	2.74	1.67	16.33	2.33
4.9502	4950.3	2.98	1.76	16.56	2.56
4.951	4951.1	3.12	1.76	16.56	2.56
4.952	4952.1	2.80	1.53	15.98	1.98
4.953	4953.1	3.18	1.51	15.93	1.93
4.954	4954.1	3.17	1.47	15.82	1.82
4.9556	4955.7	3.02	1.45	15.77	1.77
4.9572	4957.3	3.20	1.43	15.72	1.72
4.9582	4958.3	2.84	1.73	16.48	2.48
4.9592	4959.3	3.22	1.97	17.08	3.08
4.9606	4960.7	2.60	2.07	17.33	3.33
4.9614	4961.5	2.57	2.02	17.21	3.21
4.9622	4962.3	3.01	2.02	17.2	3.2
4.9632	4963.3	2.93	1.74	16.49	2.49
4.964	4964.1	3.23	1.58	16.1	2.1
4.9646	4964.7	3.13	1.76	16.56	2.56
4.9654	4965.5	2.86	1.95	17.04	3.04
4.9664	4966.5	2.67	2.14	17.49	3.49
4.9672	4967.3	2.57	2.55	18.53	4.53
4.9686	4968.7	2.89	2.77	19.08	5.08
4.9702	4970.3	2.35	2.66	18.81	4.81
4.9718	4971.9	2.45	2.47	18.32	4.32
4.9734	4973.5	2.87	2.43	18.24	4.24
4.9752	4975.3	2.94	2.02	17.21	3.21
4.9764	4976.5	2.95	1.79	16.64	2.64
4.9776	4977.7	3.12	1.91	16.92	2.92
4.9788	4978.9	2.88	2.00	17.16	3.16
4.9796	4979.7	2.66	1.92	16.96	2.96
4.9806	4980.7	2.76	2.09	17.38	3.38
4.9818	4981.9	3.10	2.06	17.3	3.3
4.9826	4982.7	2.80	2.11	17.42	3.42
4.9834	4983.5	2.94	1.94	17.01	3.01
4.9846	4984.7	2.57	2.13	17.46	3.46
4.9854	4985.5	3.07	2.06	17.29	3.29
4.9862	4986.3	2.76	2.09	17.38	3.38
4.987	4987.1	2.93	1.96	17.05	3.05
4.9886	4988.7	2.87	1.87	16.84	2.84
4.99	4990.1	2.82	1.80	16.65	2.65
4.9914	4991.5	3.23	1.81	16.66	2.66
4.9932	4993.3	2.90	1.62	16.2	2.2
4.9952	4995.3	2.92	1.52	15.94	1.94
4.9962	4996.3	3.22	1.74	16.49	2.49
4.9972	4997.3	3.01	1.68	16.34	2.34
4.9984	4998.5	2.82	1.98	17.1	3.1
4.9994	4999.5	3.01	2.11	17.44	3.44
5.0004	5000.5	2.35	2.47	18.32	4.32
5.002	5002.1	2.97	2.38	18.1	4.1
5.0038	5003.9	2.35	2.45	18.26	4.26
5.0054	5005.5	2.98	2.28	17.85	3.85
5.007	5007.1	2.89	2.19	17.62	3.62
5.0088	5008.9	2.66	1.90	16.89	2.89
5.0106	5010.7	3.14	1.72	16.45	2.45
5.012	5012.1	2.90	1.71	16.44	2.44
5.0136	5013.7	3.31	1.47	15.82	1.82
5.0154	5015.5	2.90	1.58	16.1	2.1
5.0168	5016.9	3.12	1.50	15.89	1.89
5.0178	5017.9	2.93	1.76	16.56	2.56
5.0196	5019.7	3.06	1.79	16.64	2.64
5.0214	5021.5	2.81	1.89	16.88	2.88
5.0234	5023.5	2.84	1.94	17.01	3.01
5.0254	5025.5	2.94	2.08	17.36	3.36
5.0272	5027.3	2.83	2.00	17.14	3.14
5.029	5029.1	2.80	2.07	17.33	3.33
5.031	5031.1	2.97	2.08	17.34	3.34
5.0328	5032.9	2.70	2.01	17.18	3.18
5.0346	5034.7	2.93	2.33	17.98	3.98
5.0368	5036.9	2.95	2.41	18.18	4.18
5.0384	5038.5	2.20	2.10	17.4	3.4
5.0396	5039.7	2.82	2.17	17.58	3.58
5.0408	5040.9	3.29	2.37	18.06	4.06
5.0422	5042.3	2.79	1.80	16.65	2.65
5.0432	5043.3	2.59	1.77	16.57	2.57
5.0444	5044.5	3.26	2.03	17.24	3.24
5.046	5046.1	2.88	1.84	16.76	2.76
5.0474	5047.5	2.79	1.73	16.48	2.48
5.0488	5048.9	3.15	1.80	16.65	2.65
5.0506	5050.7	2.80	1.81	16.68	2.68
5.0522	5052.3	3.13	1.81	16.68	2.68
5.0538	5053.9	2.86	1.90	16.89	2.89
5.055	5055.1	2.79	1.79	16.64	2.64
5.0568	5056.9	2.99	1.82	16.7	2.7
5.0584	5058.5	2.99	1.76	16.54	2.54
5.0604	5060.5	3.08	1.65	16.26	2.26
5.0622	5062.3	2.98	1.70	16.4	2.4
5.0644	5064.5	3.00	1.79	16.62	2.62
5.066	5066.1	2.89	1.84	16.76	2.76
5.0676	5067.7	2.82	1.90	16.89	2.89
5.0688	5068.9	2.98	1.87	16.84	2.84
5.07	5070.1	2.88	1.87	16.82	2.82
5.0712	5071.3	3.04	1.85	16.77	2.77
5.0724	5072.5	2.90	2.10	17.41	3.41
5.0736	5073.7	2.86	2.00	17.16	3.16
5.0758	5075.9	2.50	2.08	17.34	3.34
5.0778	5077.9	3.07	2.18	17.6	3.6
5.0802	5080.3	2.90	2.27	17.82	3.82
5.0826	5082.7	2.71	2.09	17.38	3.38
5.0856	5085.7	2.69	2.11	17.42	3.42
5.0874	5087.5	2.83	2.09	17.38	3.38
5.09	5090.1	3.04	2.10	17.4	3.4
5.0918	5091.9	2.93	1.87	16.84	2.84
5.0942	5094.3	2.70	1.85	16.77	2.77
5.0958	5095.9	3.11	1.79	16.62	2.62
5.098	5098.1	2.88	1.86	16.8	2.8
5.0996	5099.7	3.15	1.88	16.85	2.85
5.1012	5101.3	2.80	1.78	16.61	2.61
5.1024	5102.5	2.66	1.94	17.01	3.01
5.104	5104.1	3.29	2.14	17.5	3.5
5.1052	5105.3	2.58	2.05	17.26	3.26
5.1064	5106.5	2.78	1.87	16.82	2.82
5.108	5108.1	2.98	2.07	17.33	3.33
5.1096	5109.7	2.99	1.75	16.53	2.53
5.111	5111.1	2.91	1.58	16.09	2.09
5.1124	5112.5	3.18	1.50	15.9	1.9
5.114	5114.1	3.11	1.49	15.88	1.88
5.1154	5115.5	3.12	1.39	15.64	1.64
5.1164	5116.5	3.01	1.54	16.01	2.01
5.1176	5117.7	3.09	1.64	16.25	2.25
5.119	5119.1	2.90	1.71	16.42	2.42
5.1204	5120.5	2.93	1.84	16.74	2.74
5.122	5122.1	2.99	1.92	16.96	2.96
5.1238	5123.9	2.77	1.85	16.77	2.77
5.1252	5125.3	2.93	1.92	16.96	2.96
5.1264	5126.5	3.04	2.21	17.66	3.66
5.1276	5127.7	2.79	2.24	17.76	3.76
5.1288	5128.9	2.46	2.34	18.01	4.01
